"filename", "language", "PHP", "Markdown", "JavaScript", "SCSS", "SVG", "CSS", "Less", "Django HTML", "JSON", "comment", "blank", "total"
"c:\xampp\htdocs\demae-sample\assets\vendors\bootstrap\README.md", "Markdown", 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 66, 215
"c:\xampp\htdocs\demae-sample\assets\vendors\bootstrap\bootstrap.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\xampp\htdocs\demae-sample\assets\vendors\bootstrap\bootstrap.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 7
"c:\xampp\htdocs\demae-sample\assets\vendors\bootstrap\package.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 210, 41, 1, 252
"c:\xampp\htdocs\demae-sample\assets\vendors\bootstrap\scss\bootstrap.scss", "SCSS", 0, 0, 0, 37, 0, 0, 0, 0, 0, 6, 2, 45
"c:\xampp\htdocs\demae-sample\assets\vendors\boxicons\css\animations.css", "CSS", 0, 0, 0, 0, 0, 354, 0, 0, 0, 0, 32, 386
"c:\xampp\htdocs\demae-sample\assets\vendors\boxicons\css\boxicons.css", "CSS", 0, 0, 0, 0, 0, 4856, 0, 0, 0, 0, 56, 4912
"c:\xampp\htdocs\demae-sample\assets\vendors\boxicons\css\boxicons.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\demae-sample\assets\vendors\boxicons\css\transformations.css", "CSS", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 6, 31
"c:\xampp\htdocs\demae-sample\assets\vendors\boxicons\fonts\boxicons.svg", "SVG", 0, 0, 0, 0, 1472, 0, 0, 0, 0, 0, 0, 1472
"c:\xampp\htdocs\demae-sample\assets\vendors\chartjs\Chart.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\codemirror\codemirror.css", "CSS", 0, 0, 0, 0, 0, 284, 0, 0, 0, 23, 43, 350
"c:\xampp\htdocs\demae-sample\assets\vendors\codemirror\codemirror.js", "JavaScript", 0, 0, 7779, 0, 0, 0, 0, 0, 0, 1016, 989, 9784
"c:\xampp\htdocs\demae-sample\assets\vendors\codemirror\dracula.css", "CSS", 0, 0, 0, 0, 0, 29, 0, 0, 0, 8, 4, 41
"c:\xampp\htdocs\demae-sample\assets\vendors\codemirror\javascript.js", "JavaScript", 0, 0, 863, 0, 0, 0, 0, 0, 0, 22, 46, 931
"c:\xampp\htdocs\demae-sample\assets\vendors\codemirror\shell.js", "JavaScript", 0, 0, 132, 0, 0, 0, 0, 0, 0, 4, 17, 153
"c:\xampp\htdocs\demae-sample\assets\vendors\css\vendor.bundle.base.css", "CSS", 0, 0, 0, 0, 0, 87, 0, 0, 0, 18, 12, 117
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\css\flag-icon.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ad.svg", "SVG", 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 1, 149
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ae.svg", "SVG", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\af.svg", "SVG", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 1, 82
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ag.svg", "SVG", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ai.svg", "SVG", 0, 0, 0, 0, 763, 0, 0, 0, 0, 0, 1, 764
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\al.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\am.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ao.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\aq.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ar.svg", "SVG", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 1, 32
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\as.svg", "SVG", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 1, 34
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\at.svg", "SVG", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\au.svg", "SVG", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\aw.svg", "SVG", 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 1, 187
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ax.svg", "SVG", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 19
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\az.svg", "SVG", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ba.svg", "SVG", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bb.svg", "SVG", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bd.svg", "SVG", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\be.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bf.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bg.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bh.svg", "SVG", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bi.svg", "SVG", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bj.svg", "SVG", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bl.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bm.svg", "SVG", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 1, 99
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bn.svg", "SVG", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 1, 37
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bo.svg", "SVG", 0, 0, 0, 0, 678, 0, 0, 0, 0, 0, 1, 679
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bq.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\br.svg", "SVG", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 1, 46
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bs.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bt.svg", "SVG", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 1, 90
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bv.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bw.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\by.svg", "SVG", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 1, 23
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\bz.svg", "SVG", 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 1, 146
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ca.svg", "SVG", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cc.svg", "SVG", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 20
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cd.svg", "SVG", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cf.svg", "SVG", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cg.svg", "SVG", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ch.svg", "SVG", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ci.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ck.svg", "SVG", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cl.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cm.svg", "SVG", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cn.svg", "SVG", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\co.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cr.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cu.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cv.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cw.svg", "SVG", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cx.svg", "SVG", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cy.svg", "SVG", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\cz.svg", "SVG", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\de.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\dj.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\dk.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\dm.svg", "SVG", 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 1, 153
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\do.svg", "SVG", 0, 0, 0, 0, 6745, 0, 0, 0, 0, 0, 1, 6746
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\dz.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ec.svg", "SVG", 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 1, 139
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ee.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\eg.svg", "SVG", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 1, 39
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\eh.svg", "SVG", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\er.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\es-ca.svg", "SVG", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\es.svg", "SVG", 0, 0, 0, 0, 547, 0, 0, 0, 0, 0, 1, 548
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\et.svg", "SVG", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\eu.svg", "SVG", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 29
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\fi.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\fj.svg", "SVG", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 1, 126
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\fk.svg", "SVG", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 1, 94
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\fm.svg", "SVG", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\fo.svg", "SVG", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\fr.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ga.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gb-eng.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gb-nir.svg", "SVG", 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 1, 132
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gb-sct.svg", "SVG", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gb-wls.svg", "SVG", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gb.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gd.svg", "SVG", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 28
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ge.svg", "SVG", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gf.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gg.svg", "SVG", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gh.svg", "SVG", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gi.svg", "SVG", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 1, 33
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gl.svg", "SVG", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gm.svg", "SVG", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gn.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gp.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gq.svg", "SVG", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gr.svg", "SVG", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gs.svg", "SVG", 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 1, 207
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gt.svg", "SVG", 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 1, 205
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gu.svg", "SVG", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 1, 40
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gw.svg", "SVG", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\gy.svg", "SVG", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\hk.svg", "SVG", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 1, 31
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\hm.svg", "SVG", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\hn.svg", "SVG", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 19
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\hr.svg", "SVG", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 1, 57
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ht.svg", "SVG", 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 1, 117
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\hu.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\id.svg", "SVG", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ie.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\il.svg", "SVG", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\im.svg", "SVG", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 1, 37
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\in.svg", "SVG", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 1, 26
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\io.svg", "SVG", 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 1, 141
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\iq.svg", "SVG", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ir.svg", "SVG", 0, 0, 0, 0, 219, 0, 0, 0, 0, 0, 1, 220
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\is.svg", "SVG", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\it.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\je.svg", "SVG", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 1, 30
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\jm.svg", "SVG", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\jo.svg", "SVG", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\jp.svg", "SVG", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ke.svg", "SVG", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\kg.svg", "SVG", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\kh.svg", "SVG", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 1, 62
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ki.svg", "SVG", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 1, 37
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\km.svg", "SVG", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\kn.svg", "SVG", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\kp.svg", "SVG", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\kr.svg", "SVG", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 25
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\kw.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ky.svg", "SVG", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 1, 71
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\kz.svg", "SVG", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\la.svg", "SVG", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\lb.svg", "SVG", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\lc.svg", "SVG", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\li.svg", "SVG", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 1, 44
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\lk.svg", "SVG", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 1, 23
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\lr.svg", "SVG", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\ls.svg", "SVG", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\lt.svg", "SVG", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\lu.svg", "SVG", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\demae-sample\assets\vendors\flag-icon-css\flags\1x1\lv.svg", "SVG", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
